,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
4023,1,65,FALLECIDO,FALLECIDO,HOMBRE
4024,4,28,FALLECIDO,FALLECIDO,HOMBRE
4025,6,32,FALLECIDO,FALLECIDO,HOMBRE
4026,1,32,FALLECIDO,FALLECIDO,HOMBRE
4027,1,77,FALLECIDO,FALLECIDO,HOMBRE
4028,4,41,FALLECIDO,FALLECIDO,HOMBRE
4029,8,31,FALLECIDO,FALLECIDO,HOMBRE
4030,4,23,FALLECIDO,FALLECIDO,HOMBRE
4031,12,17,FALLECIDO,FALLECIDO,HOMBRE
4032,4,32,FALLECIDO,FALLECIDO,HOMBRE
4033,4,24,FALLECIDO,FALLECIDO,HOMBRE
4034,4,37,FALLECIDO,FALLECIDO,HOMBRE
4035,1,84,FALLECIDO,FALLECIDO,HOMBRE
4036,4,33,FALLECIDO,FALLECIDO,HOMBRE
4037,3,32,FALLECIDO,FALLECIDO,HOMBRE
4038,1,31,FALLECIDO,FALLECIDO,HOMBRE
4039,1,46,FALLECIDO,FALLECIDO,HOMBRE
4040,4,86,FALLECIDO,FALLECIDO,HOMBRE
4041,4,27,FALLECIDO,FALLECIDO,HOMBRE
4042,4,24,FALLECIDO,FALLECIDO,HOMBRE
4043,4,40,FALLECIDO,FALLECIDO,HOMBRE
4044,4,37,FALLECIDO,FALLECIDO,HOMBRE
4045,4,30,FALLECIDO,FALLECIDO,HOMBRE
4046,4,41,FALLECIDO,FALLECIDO,HOMBRE
4047,4,28,FALLECIDO,FALLECIDO,HOMBRE
4048,4,33,FALLECIDO,FALLECIDO,HOMBRE
4049,4,37,FALLECIDO,FALLECIDO,HOMBRE
4050,1,31,FALLECIDO,FALLECIDO,HOMBRE
4051,4,36,FALLECIDO,FALLECIDO,HOMBRE
4052,4,35,FALLECIDO,FALLECIDO,HOMBRE
4053,1,80,FALLECIDO,FALLECIDO,HOMBRE
4054,4,25,FALLECIDO,FALLECIDO,HOMBRE
4055,15,25,FALLECIDO,FALLECIDO,HOMBRE
4056,4,54,FALLECIDO,FALLECIDO,HOMBRE
4057,4,47,FALLECIDO,FALLECIDO,HOMBRE
4058,4,24,FALLECIDO,FALLECIDO,HOMBRE
4059,4,33,FALLECIDO,FALLECIDO,HOMBRE
4060,4,27,FALLECIDO,FALLECIDO,HOMBRE
4061,4,33,FALLECIDO,FALLECIDO,HOMBRE
4062,1,26,FALLECIDO,FALLECIDO,HOMBRE
4063,4,17,FALLECIDO,FALLECIDO,HOMBRE
4064,4,29,FALLECIDO,FALLECIDO,HOMBRE
4065,1,30,FALLECIDO,FALLECIDO,HOMBRE
4066,2,63,FALLECIDO,FALLECIDO,HOMBRE
4067,1,26,FALLECIDO,FALLECIDO,HOMBRE
4068,4,83,FALLECIDO,FALLECIDO,HOMBRE
4069,7,22,FALLECIDO,FALLECIDO,HOMBRE
4070,4,40,FALLECIDO,FALLECIDO,HOMBRE
4071,4,54,FALLECIDO,FALLECIDO,HOMBRE
4072,4,86,FALLECIDO,FALLECIDO,HOMBRE
4073,4,17,FALLECIDO,FALLECIDO,HOMBRE
4074,4,32,FALLECIDO,FALLECIDO,HOMBRE
4075,13,46,FALLECIDO,FALLECIDO,HOMBRE
4076,16,25,FALLECIDO,FALLECIDO,HOMBRE
4077,4,29,FALLECIDO,FALLECIDO,HOMBRE
4078,4,61,FALLECIDO,FALLECIDO,HOMBRE
4079,4,45,FALLECIDO,FALLECIDO,HOMBRE
4080,4,32,FALLECIDO,FALLECIDO,HOMBRE
4081,3,31,FALLECIDO,FALLECIDO,HOMBRE
4082,21,31,FALLECIDO,FALLECIDO,HOMBRE
4083,4,27,FALLECIDO,FALLECIDO,HOMBRE
4084,4,23,FALLECIDO,FALLECIDO,HOMBRE
4085,4,28,FALLECIDO,FALLECIDO,HOMBRE
4086,4,33,FALLECIDO,FALLECIDO,HOMBRE
4087,4,41,FALLECIDO,FALLECIDO,HOMBRE
4088,4,55,FALLECIDO,FALLECIDO,HOMBRE
4089,1,31,FALLECIDO,FALLECIDO,HOMBRE
4090,1,80,FALLECIDO,FALLECIDO,HOMBRE
4091,4,55,FALLECIDO,FALLECIDO,HOMBRE
4092,2,46,FALLECIDO,FALLECIDO,HOMBRE
4093,1,77,FALLECIDO,FALLECIDO,HOMBRE
4094,3,31,FALLECIDO,FALLECIDO,HOMBRE
4095,4,17,FALLECIDO,FALLECIDO,HOMBRE
4096,13,20,FALLECIDO,FALLECIDO,HOMBRE
4097,1,31,FALLECIDO,FALLECIDO,HOMBRE
4098,4,29,FALLECIDO,FALLECIDO,HOMBRE
4099,4,52,FALLECIDO,FALLECIDO,HOMBRE
4100,4,28,FALLECIDO,FALLECIDO,HOMBRE
4101,4,32,FALLECIDO,FALLECIDO,HOMBRE
4102,4,24,FALLECIDO,FALLECIDO,HOMBRE
4103,4,26,FALLECIDO,FALLECIDO,HOMBRE
4104,4,36,FALLECIDO,FALLECIDO,HOMBRE
4105,4,55,FALLECIDO,FALLECIDO,HOMBRE
4106,4,15,FALLECIDO,FALLECIDO,HOMBRE
4107,1,77,FALLECIDO,FALLECIDO,HOMBRE
4108,4,28,FALLECIDO,FALLECIDO,HOMBRE
4109,4,36,FALLECIDO,FALLECIDO,HOMBRE
4110,4,39,FALLECIDO,FALLECIDO,HOMBRE
4111,2,63,FALLECIDO,FALLECIDO,HOMBRE
4112,4,24,FALLECIDO,FALLECIDO,HOMBRE
4113,4,19,FALLECIDO,FALLECIDO,HOMBRE
4114,1,87,FALLECIDO,FALLECIDO,HOMBRE
4115,4,28,FALLECIDO,FALLECIDO,HOMBRE
4116,4,84,FALLECIDO,FALLECIDO,HOMBRE
4117,4,83,FALLECIDO,FALLECIDO,HOMBRE
4118,4,34,FALLECIDO,FALLECIDO,HOMBRE
4119,4,46,FALLECIDO,FALLECIDO,HOMBRE
4120,4,23,FALLECIDO,FALLECIDO,HOMBRE
4121,4,38,FALLECIDO,FALLECIDO,HOMBRE
4122,4,41,FALLECIDO,FALLECIDO,HOMBRE
4123,4,30,FALLECIDO,FALLECIDO,HOMBRE
4124,4,33,FALLECIDO,FALLECIDO,HOMBRE
4125,1,29,FALLECIDO,FALLECIDO,HOMBRE
4126,4,19,FALLECIDO,FALLECIDO,HOMBRE
4127,4,34,FALLECIDO,FALLECIDO,HOMBRE
4128,6,31,FALLECIDO,FALLECIDO,HOMBRE
4129,1,30,FALLECIDO,FALLECIDO,HOMBRE
4130,4,36,FALLECIDO,FALLECIDO,HOMBRE
4131,4,26,FALLECIDO,FALLECIDO,HOMBRE
4132,1,76,FALLECIDO,FALLECIDO,HOMBRE
4133,4,33,FALLECIDO,FALLECIDO,HOMBRE
4134,4,24,FALLECIDO,FALLECIDO,HOMBRE
4135,4,51,FALLECIDO,FALLECIDO,HOMBRE
4136,4,23,FALLECIDO,FALLECIDO,HOMBRE
4137,4,33,FALLECIDO,FALLECIDO,HOMBRE
4138,12,25,FALLECIDO,FALLECIDO,HOMBRE
4139,1,26,FALLECIDO,FALLECIDO,HOMBRE
4140,7,22,FALLECIDO,FALLECIDO,HOMBRE
4141,4,76,FALLECIDO,FALLECIDO,HOMBRE
4142,8,63,FALLECIDO,FALLECIDO,HOMBRE
4143,4,44,FALLECIDO,FALLECIDO,HOMBRE
4144,4,54,FALLECIDO,FALLECIDO,HOMBRE
4145,1,31,FALLECIDO,FALLECIDO,HOMBRE
4146,4,18,FALLECIDO,FALLECIDO,HOMBRE
4147,4,58,FALLECIDO,FALLECIDO,HOMBRE
4148,1,26,FALLECIDO,FALLECIDO,HOMBRE
4149,1,26,FALLECIDO,FALLECIDO,HOMBRE
4150,4,38,FALLECIDO,FALLECIDO,HOMBRE
4151,4,25,FALLECIDO,FALLECIDO,HOMBRE
4152,1,27,FALLECIDO,FALLECIDO,HOMBRE
4153,4,27,FALLECIDO,FALLECIDO,HOMBRE
4154,19,31,FALLECIDO,FALLECIDO,HOMBRE
4155,4,24,FALLECIDO,FALLECIDO,HOMBRE
4156,8,32,FALLECIDO,FALLECIDO,HOMBRE
4157,4,38,FALLECIDO,FALLECIDO,HOMBRE
4158,3,17,FALLECIDO,FALLECIDO,HOMBRE
4159,4,30,FALLECIDO,FALLECIDO,HOMBRE
4160,4,32,FALLECIDO,FALLECIDO,HOMBRE
4161,4,37,FALLECIDO,FALLECIDO,HOMBRE
4162,4,45,FALLECIDO,FALLECIDO,HOMBRE
4163,4,34,FALLECIDO,FALLECIDO,HOMBRE
4164,8,64,FALLECIDO,FALLECIDO,HOMBRE
4165,4,48,FALLECIDO,FALLECIDO,HOMBRE
4166,1,26,FALLECIDO,FALLECIDO,HOMBRE
4167,4,26,FALLECIDO,FALLECIDO,HOMBRE
4168,4,33,FALLECIDO,FALLECIDO,HOMBRE
4169,4,27,FALLECIDO,FALLECIDO,HOMBRE
4170,3,22,FALLECIDO,FALLECIDO,HOMBRE
4171,3,22,FALLECIDO,FALLECIDO,HOMBRE
4172,15,25,FALLECIDO,FALLECIDO,HOMBRE
4173,4,33,FALLECIDO,FALLECIDO,HOMBRE
4174,17,56,FALLECIDO,FALLECIDO,HOMBRE
4175,4,45,FALLECIDO,FALLECIDO,HOMBRE
4176,4,26,FALLECIDO,FALLECIDO,HOMBRE
4177,3,31,FALLECIDO,FALLECIDO,HOMBRE
4178,4,32,FALLECIDO,FALLECIDO,HOMBRE
4179,4,37,FALLECIDO,FALLECIDO,HOMBRE
4180,8,63,FALLECIDO,FALLECIDO,HOMBRE
4181,4,40,FALLECIDO,FALLECIDO,HOMBRE
4182,1,31,FALLECIDO,FALLECIDO,HOMBRE
4183,4,56,FALLECIDO,FALLECIDO,HOMBRE
4184,4,23,FALLECIDO,FALLECIDO,HOMBRE
4185,4,58,FALLECIDO,FALLECIDO,HOMBRE
4186,1,26,FALLECIDO,FALLECIDO,HOMBRE
4187,1,27,FALLECIDO,FALLECIDO,HOMBRE
4188,4,61,FALLECIDO,FALLECIDO,HOMBRE
4189,1,88,FALLECIDO,FALLECIDO,HOMBRE
4190,1,25,FALLECIDO,FALLECIDO,HOMBRE
4191,4,29,FALLECIDO,FALLECIDO,HOMBRE
4192,4,36,FALLECIDO,FALLECIDO,HOMBRE
4193,4,35,FALLECIDO,FALLECIDO,HOMBRE
4194,8,32,FALLECIDO,FALLECIDO,HOMBRE
4195,4,33,FALLECIDO,FALLECIDO,HOMBRE
4196,4,42,FALLECIDO,FALLECIDO,HOMBRE
4197,4,33,FALLECIDO,FALLECIDO,HOMBRE
4198,4,51,FALLECIDO,FALLECIDO,HOMBRE
4199,4,35,FALLECIDO,FALLECIDO,HOMBRE
4200,4,29,FALLECIDO,FALLECIDO,HOMBRE
4201,4,24,FALLECIDO,FALLECIDO,HOMBRE
4202,4,26,FALLECIDO,FALLECIDO,HOMBRE
4203,4,25,FALLECIDO,FALLECIDO,HOMBRE
4204,1,65,FALLECIDO,FALLECIDO,HOMBRE
4205,4,33,FALLECIDO,FALLECIDO,HOMBRE
4206,4,54,FALLECIDO,FALLECIDO,HOMBRE
4207,4,29,FALLECIDO,FALLECIDO,HOMBRE
4208,4,79,FALLECIDO,FALLECIDO,HOMBRE
4209,4,38,FALLECIDO,FALLECIDO,HOMBRE
4210,6,32,FALLECIDO,FALLECIDO,HOMBRE
4211,1,27,FALLECIDO,FALLECIDO,HOMBRE
4212,4,29,FALLECIDO,FALLECIDO,HOMBRE
4213,4,33,FALLECIDO,FALLECIDO,HOMBRE
4214,7,22,FALLECIDO,FALLECIDO,HOMBRE
4215,4,28,FALLECIDO,FALLECIDO,HOMBRE
4216,4,25,FALLECIDO,FALLECIDO,HOMBRE
4217,12,17,FALLECIDO,FALLECIDO,HOMBRE
4218,1,27,FALLECIDO,FALLECIDO,HOMBRE
4219,4,53,FALLECIDO,FALLECIDO,HOMBRE
4220,1,26,FALLECIDO,FALLECIDO,HOMBRE
4221,4,46,FALLECIDO,FALLECIDO,HOMBRE
4222,4,33,FALLECIDO,FALLECIDO,HOMBRE
4223,3,22,FALLECIDO,FALLECIDO,HOMBRE
4224,2,46,FALLECIDO,FALLECIDO,HOMBRE
4225,4,37,FALLECIDO,FALLECIDO,HOMBRE
4226,4,28,FALLECIDO,FALLECIDO,HOMBRE
4227,4,29,FALLECIDO,FALLECIDO,HOMBRE
4228,4,50,FALLECIDO,FALLECIDO,HOMBRE
4229,4,33,FALLECIDO,FALLECIDO,HOMBRE
4230,4,52,FALLECIDO,FALLECIDO,HOMBRE
4231,12,25,FALLECIDO,FALLECIDO,HOMBRE
4232,4,32,FALLECIDO,FALLECIDO,HOMBRE
4233,1,62,FALLECIDO,FALLECIDO,HOMBRE
4234,4,82,FALLECIDO,FALLECIDO,HOMBRE
4235,4,36,FALLECIDO,FALLECIDO,HOMBRE
4236,4,33,FALLECIDO,FALLECIDO,HOMBRE
4237,2,17,FALLECIDO,FALLECIDO,HOMBRE
4238,4,58,FALLECIDO,FALLECIDO,HOMBRE
4239,13,47,FALLECIDO,FALLECIDO,HOMBRE
4240,1,65,FALLECIDO,FALLECIDO,HOMBRE
4241,4,36,FALLECIDO,FALLECIDO,HOMBRE
4242,1,26,FALLECIDO,FALLECIDO,HOMBRE
4243,4,37,FALLECIDO,FALLECIDO,HOMBRE
4244,4,23,FALLECIDO,FALLECIDO,HOMBRE
4245,3,32,FALLECIDO,FALLECIDO,HOMBRE
4246,1,31,FALLECIDO,FALLECIDO,HOMBRE
4247,1,88,FALLECIDO,FALLECIDO,HOMBRE
4248,4,26,FALLECIDO,FALLECIDO,HOMBRE
4249,4,33,FALLECIDO,FALLECIDO,HOMBRE
4250,4,61,FALLECIDO,FALLECIDO,HOMBRE
4251,4,33,FALLECIDO,FALLECIDO,HOMBRE
4252,4,54,FALLECIDO,FALLECIDO,HOMBRE
4253,4,60,FALLECIDO,FALLECIDO,HOMBRE
4254,4,32,FALLECIDO,FALLECIDO,HOMBRE
4255,7,22,FALLECIDO,FALLECIDO,HOMBRE
4256,4,36,FALLECIDO,FALLECIDO,HOMBRE
4257,4,27,FALLECIDO,FALLECIDO,HOMBRE
4258,7,22,FALLECIDO,FALLECIDO,HOMBRE
4259,4,44,FALLECIDO,FALLECIDO,HOMBRE
4260,4,29,FALLECIDO,FALLECIDO,HOMBRE
4261,2,46,FALLECIDO,FALLECIDO,HOMBRE
4262,4,32,FALLECIDO,FALLECIDO,HOMBRE
4263,8,17,FALLECIDO,FALLECIDO,HOMBRE
4264,8,17,FALLECIDO,FALLECIDO,HOMBRE
4265,4,37,FALLECIDO,FALLECIDO,HOMBRE
4266,4,55,FALLECIDO,FALLECIDO,HOMBRE
4267,4,29,FALLECIDO,FALLECIDO,HOMBRE
4268,1,30,FALLECIDO,FALLECIDO,HOMBRE
4269,1,64,FALLECIDO,FALLECIDO,HOMBRE
4270,1,31,FALLECIDO,FALLECIDO,HOMBRE
4271,4,52,FALLECIDO,FALLECIDO,HOMBRE
4272,3,32,FALLECIDO,FALLECIDO,HOMBRE
4273,1,32,FALLECIDO,FALLECIDO,HOMBRE
4274,4,32,FALLECIDO,FALLECIDO,HOMBRE
4275,12,17,FALLECIDO,FALLECIDO,HOMBRE
4276,1,88,FALLECIDO,FALLECIDO,HOMBRE
4277,4,29,FALLECIDO,FALLECIDO,HOMBRE
4278,4,44,FALLECIDO,FALLECIDO,HOMBRE
4279,4,33,FALLECIDO,FALLECIDO,HOMBRE
4280,4,33,FALLECIDO,FALLECIDO,HOMBRE
4281,17,57,FALLECIDO,FALLECIDO,HOMBRE
4282,4,17,FALLECIDO,FALLECIDO,HOMBRE
4283,1,27,FALLECIDO,FALLECIDO,HOMBRE
4284,4,25,FALLECIDO,FALLECIDO,HOMBRE
4285,4,28,FALLECIDO,FALLECIDO,HOMBRE
4286,1,82,FALLECIDO,FALLECIDO,HOMBRE
4287,12,17,FALLECIDO,FALLECIDO,HOMBRE
4288,4,32,FALLECIDO,FALLECIDO,HOMBRE
4289,4,32,FALLECIDO,FALLECIDO,HOMBRE
4290,4,36,FALLECIDO,FALLECIDO,HOMBRE
4291,4,22,FALLECIDO,FALLECIDO,HOMBRE
4292,21,31,FALLECIDO,FALLECIDO,HOMBRE
4293,4,19,FALLECIDO,FALLECIDO,HOMBRE
4294,1,46,FALLECIDO,FALLECIDO,HOMBRE
4295,1,65,FALLECIDO,FALLECIDO,HOMBRE
4296,4,32,FALLECIDO,FALLECIDO,HOMBRE
4297,4,17,FALLECIDO,FALLECIDO,HOMBRE
4298,4,32,FALLECIDO,FALLECIDO,HOMBRE
4299,13,19,FALLECIDO,FALLECIDO,HOMBRE
4300,4,27,FALLECIDO,FALLECIDO,HOMBRE
4301,20,19,FALLECIDO,FALLECIDO,HOMBRE
4302,4,54,FALLECIDO,FALLECIDO,HOMBRE
4303,4,24,FALLECIDO,FALLECIDO,HOMBRE
4304,4,8,FALLECIDO,FALLECIDO,HOMBRE
4305,4,29,FALLECIDO,FALLECIDO,HOMBRE
4306,1,25,FALLECIDO,FALLECIDO,HOMBRE
4307,4,32,FALLECIDO,FALLECIDO,HOMBRE
4308,4,18,FALLECIDO,FALLECIDO,HOMBRE
4309,21,30,FALLECIDO,FALLECIDO,HOMBRE
4310,6,32,FALLECIDO,FALLECIDO,HOMBRE
4311,4,22,FALLECIDO,FALLECIDO,HOMBRE
4312,4,16,FALLECIDO,FALLECIDO,HOMBRE
4313,3,22,FALLECIDO,FALLECIDO,HOMBRE
4314,4,35,FALLECIDO,FALLECIDO,HOMBRE
4315,4,46,FALLECIDO,FALLECIDO,HOMBRE
4316,4,17,FALLECIDO,FALLECIDO,HOMBRE
4317,4,32,FALLECIDO,FALLECIDO,HOMBRE
4318,4,60,FALLECIDO,FALLECIDO,HOMBRE
4319,4,33,FALLECIDO,FALLECIDO,HOMBRE
4320,4,83,FALLECIDO,FALLECIDO,HOMBRE
4321,4,28,FALLECIDO,FALLECIDO,HOMBRE
4322,4,23,FALLECIDO,FALLECIDO,HOMBRE
4323,13,20,FALLECIDO,FALLECIDO,HOMBRE
4324,4,33,FALLECIDO,FALLECIDO,HOMBRE
4325,4,32,FALLECIDO,FALLECIDO,HOMBRE
4326,4,33,FALLECIDO,FALLECIDO,HOMBRE
4327,4,29,FALLECIDO,FALLECIDO,HOMBRE
4328,1,78,FALLECIDO,FALLECIDO,HOMBRE
4329,1,31,FALLECIDO,FALLECIDO,HOMBRE
4330,4,29,FALLECIDO,FALLECIDO,HOMBRE
4331,4,28,FALLECIDO,FALLECIDO,HOMBRE
4332,1,86,FALLECIDO,FALLECIDO,HOMBRE
4333,4,56,FALLECIDO,FALLECIDO,HOMBRE
4334,4,15,FALLECIDO,FALLECIDO,HOMBRE
4335,3,31,FALLECIDO,FALLECIDO,HOMBRE
4336,6,31,FALLECIDO,FALLECIDO,HOMBRE
4337,1,25,FALLECIDO,FALLECIDO,HOMBRE
4338,4,29,FALLECIDO,FALLECIDO,HOMBRE
4339,4,37,FALLECIDO,FALLECIDO,HOMBRE
4340,1,31,FALLECIDO,FALLECIDO,HOMBRE
4341,4,33,FALLECIDO,FALLECIDO,HOMBRE
4342,13,22,FALLECIDO,FALLECIDO,HOMBRE
4343,4,17,FALLECIDO,FALLECIDO,HOMBRE
4344,4,29,FALLECIDO,FALLECIDO,HOMBRE
4345,4,22,FALLECIDO,FALLECIDO,HOMBRE
4346,4,27,FALLECIDO,FALLECIDO,HOMBRE
4347,4,48,FALLECIDO,FALLECIDO,HOMBRE
4348,3,22,FALLECIDO,FALLECIDO,HOMBRE
4349,4,26,FALLECIDO,FALLECIDO,HOMBRE
4350,1,25,FALLECIDO,FALLECIDO,HOMBRE
4351,4,37,FALLECIDO,FALLECIDO,HOMBRE
4352,1,77,FALLECIDO,FALLECIDO,HOMBRE
4353,4,25,FALLECIDO,FALLECIDO,HOMBRE
4354,4,24,FALLECIDO,FALLECIDO,HOMBRE
4355,4,17,FALLECIDO,FALLECIDO,HOMBRE
4356,4,37,FALLECIDO,FALLECIDO,HOMBRE
4357,4,23,FALLECIDO,FALLECIDO,HOMBRE
4358,3,19,FALLECIDO,FALLECIDO,HOMBRE
4359,1,79,FALLECIDO,FALLECIDO,HOMBRE
4360,1,62,FALLECIDO,FALLECIDO,HOMBRE
4361,4,28,FALLECIDO,FALLECIDO,HOMBRE
4362,1,26,FALLECIDO,FALLECIDO,HOMBRE
4363,4,23,FALLECIDO,FALLECIDO,HOMBRE
4364,4,17,FALLECIDO,FALLECIDO,HOMBRE
4365,4,47,FALLECIDO,FALLECIDO,HOMBRE
4366,4,81,FALLECIDO,FALLECIDO,HOMBRE
4367,2,56,FALLECIDO,FALLECIDO,HOMBRE
4368,4,44,FALLECIDO,FALLECIDO,HOMBRE
4369,6,31,FALLECIDO,FALLECIDO,HOMBRE
4370,4,53,FALLECIDO,FALLECIDO,HOMBRE
4371,4,23,FALLECIDO,FALLECIDO,HOMBRE
4372,4,17,FALLECIDO,FALLECIDO,HOMBRE
4373,4,58,FALLECIDO,FALLECIDO,HOMBRE
4374,4,33,FALLECIDO,FALLECIDO,HOMBRE
4375,4,28,FALLECIDO,FALLECIDO,HOMBRE
4376,4,33,FALLECIDO,FALLECIDO,HOMBRE
4377,4,56,FALLECIDO,FALLECIDO,HOMBRE
4378,1,31,FALLECIDO,FALLECIDO,HOMBRE
4379,4,33,FALLECIDO,FALLECIDO,HOMBRE
4380,7,21,FALLECIDO,FALLECIDO,HOMBRE
4381,1,30,FALLECIDO,FALLECIDO,HOMBRE
4382,4,79,FALLECIDO,FALLECIDO,HOMBRE
4383,4,17,FALLECIDO,FALLECIDO,HOMBRE
4384,1,82,FALLECIDO,FALLECIDO,HOMBRE
4385,2,57,FALLECIDO,FALLECIDO,HOMBRE
4386,4,27,FALLECIDO,FALLECIDO,HOMBRE
4387,4,37,FALLECIDO,FALLECIDO,HOMBRE
4388,4,34,FALLECIDO,FALLECIDO,HOMBRE
4389,4,33,FALLECIDO,FALLECIDO,HOMBRE
4390,4,55,FALLECIDO,FALLECIDO,HOMBRE
4391,1,47,FALLECIDO,FALLECIDO,HOMBRE
4392,4,32,FALLECIDO,FALLECIDO,HOMBRE
4393,4,27,FALLECIDO,FALLECIDO,HOMBRE
4394,4,37,FALLECIDO,FALLECIDO,HOMBRE
4395,2,47,FALLECIDO,FALLECIDO,HOMBRE
4396,4,33,FALLECIDO,FALLECIDO,HOMBRE
4397,19,31,FALLECIDO,FALLECIDO,HOMBRE
4398,4,51,FALLECIDO,FALLECIDO,HOMBRE
4399,4,30,FALLECIDO,FALLECIDO,HOMBRE
4400,4,33,FALLECIDO,FALLECIDO,HOMBRE
4401,4,26,FALLECIDO,FALLECIDO,HOMBRE
4402,4,79,FALLECIDO,FALLECIDO,HOMBRE
4403,4,55,FALLECIDO,FALLECIDO,HOMBRE
4404,4,47,FALLECIDO,FALLECIDO,HOMBRE
4405,4,55,FALLECIDO,FALLECIDO,HOMBRE
4406,1,30,FALLECIDO,FALLECIDO,HOMBRE
4407,4,29,FALLECIDO,FALLECIDO,HOMBRE
4408,1,32,FALLECIDO,FALLECIDO,HOMBRE
4409,4,50,FALLECIDO,FALLECIDO,HOMBRE
4410,4,32,FALLECIDO,FALLECIDO,HOMBRE
4411,16,31,FALLECIDO,FALLECIDO,HOMBRE
4412,4,79,FALLECIDO,FALLECIDO,HOMBRE
4413,16,32,FALLECIDO,FALLECIDO,HOMBRE
4414,16,25,FALLECIDO,FALLECIDO,HOMBRE
4415,4,32,FALLECIDO,FALLECIDO,HOMBRE
4416,4,55,FALLECIDO,FALLECIDO,HOMBRE
4417,4,33,FALLECIDO,FALLECIDO,HOMBRE
4418,4,38,FALLECIDO,FALLECIDO,HOMBRE
4419,8,60,FALLECIDO,FALLECIDO,HOMBRE
4420,4,33,FALLECIDO,FALLECIDO,HOMBRE
4421,4,23,FALLECIDO,FALLECIDO,HOMBRE
4422,12,12,FALLECIDO,FALLECIDO,HOMBRE
4423,4,23,FALLECIDO,FALLECIDO,HOMBRE
4424,4,22,FALLECIDO,FALLECIDO,HOMBRE
4425,1,78,FALLECIDO,FALLECIDO,HOMBRE
4426,4,29,FALLECIDO,FALLECIDO,HOMBRE
4427,4,40,FALLECIDO,FALLECIDO,HOMBRE
4428,4,33,FALLECIDO,FALLECIDO,HOMBRE
4429,4,29,FALLECIDO,FALLECIDO,HOMBRE
4430,1,31,FALLECIDO,FALLECIDO,HOMBRE
4431,4,81,FALLECIDO,FALLECIDO,HOMBRE
4432,1,64,FALLECIDO,FALLECIDO,HOMBRE
4433,4,29,FALLECIDO,FALLECIDO,HOMBRE
4434,1,83,FALLECIDO,FALLECIDO,HOMBRE
4435,4,30,FALLECIDO,FALLECIDO,HOMBRE
4436,4,28,FALLECIDO,FALLECIDO,HOMBRE
4437,1,26,FALLECIDO,FALLECIDO,HOMBRE
4438,4,52,FALLECIDO,FALLECIDO,HOMBRE
4439,1,87,FALLECIDO,FALLECIDO,HOMBRE
4440,4,17,FALLECIDO,FALLECIDO,HOMBRE
4441,4,27,FALLECIDO,FALLECIDO,HOMBRE
4442,4,20,FALLECIDO,FALLECIDO,HOMBRE
4443,1,31,FALLECIDO,FALLECIDO,HOMBRE
4444,7,20,FALLECIDO,FALLECIDO,HOMBRE
4445,4,33,FALLECIDO,FALLECIDO,HOMBRE
4446,4,27,FALLECIDO,FALLECIDO,HOMBRE
4447,4,41,FALLECIDO,FALLECIDO,HOMBRE
4448,1,27,FALLECIDO,FALLECIDO,HOMBRE
4449,4,19,FALLECIDO,FALLECIDO,HOMBRE
4450,4,28,FALLECIDO,FALLECIDO,HOMBRE
4451,4,57,FALLECIDO,FALLECIDO,HOMBRE
4452,4,17,FALLECIDO,FALLECIDO,HOMBRE
4453,4,42,FALLECIDO,FALLECIDO,HOMBRE
4454,19,31,FALLECIDO,FALLECIDO,HOMBRE
4455,4,28,FALLECIDO,FALLECIDO,HOMBRE
4456,4,39,FALLECIDO,FALLECIDO,HOMBRE
4457,4,50,FALLECIDO,FALLECIDO,HOMBRE
4458,1,25,FALLECIDO,FALLECIDO,HOMBRE
4459,4,36,FALLECIDO,FALLECIDO,HOMBRE
4460,4,24,FALLECIDO,FALLECIDO,HOMBRE
4461,1,25,FALLECIDO,FALLECIDO,HOMBRE
4462,3,17,FALLECIDO,FALLECIDO,HOMBRE
4463,4,37,FALLECIDO,FALLECIDO,HOMBRE
4464,1,25,FALLECIDO,FALLECIDO,HOMBRE
4465,8,61,FALLECIDO,FALLECIDO,HOMBRE
4466,4,33,FALLECIDO,FALLECIDO,HOMBRE
4467,1,25,FALLECIDO,FALLECIDO,HOMBRE
4468,4,34,FALLECIDO,FALLECIDO,HOMBRE
4469,4,41,FALLECIDO,FALLECIDO,HOMBRE
4470,1,60,FALLECIDO,FALLECIDO,HOMBRE
4471,4,33,FALLECIDO,FALLECIDO,HOMBRE
4472,4,54,FALLECIDO,FALLECIDO,HOMBRE
4473,4,37,FALLECIDO,FALLECIDO,HOMBRE
4474,1,26,FALLECIDO,FALLECIDO,HOMBRE
4475,4,39,FALLECIDO,FALLECIDO,HOMBRE
4476,4,45,FALLECIDO,FALLECIDO,HOMBRE
4477,3,21,FALLECIDO,FALLECIDO,HOMBRE
4478,4,54,FALLECIDO,FALLECIDO,HOMBRE
4479,1,30,FALLECIDO,FALLECIDO,HOMBRE
4480,4,32,FALLECIDO,FALLECIDO,HOMBRE
4481,4,36,FALLECIDO,FALLECIDO,HOMBRE
4482,1,77,FALLECIDO,FALLECIDO,HOMBRE
4483,4,22,FALLECIDO,FALLECIDO,HOMBRE
4484,1,77,FALLECIDO,FALLECIDO,HOMBRE
4485,4,32,FALLECIDO,FALLECIDO,HOMBRE
4486,6,31,FALLECIDO,FALLECIDO,HOMBRE
4487,4,32,FALLECIDO,FALLECIDO,HOMBRE
